employee_id,employee_name,hire_date,branch_id,coach,target_ratio,rate,status,termination_date,termination_reason,employee_type,labour_category,partner
10410,Eric Roberts,2016-07-01,1-61,Deborah Mitchell,75,375,Active,,,Permanent - Salary,Engineering & Technical,0
10411,Brandy Bauer,2019-01-01,1-10,Unknown,75,345,Active,,,Permanent - Salary,Communications IT & Design,0
10412,Amy Trevino,2016-11-01,1-20,Unknown,0,395,Active,,,Permanent - Salary,Administration Finance & HR,1
10413,Kimberly Pollard,2018-04-01,1-10,James Stewart,75,300,Active,,,Permanent - Salary,Engineering & Technical,0
10414,Kevin Wilkerson,2017-03-01,1-61,Amanda Smith,75,335,Active,,,Permanent - Salary,Planning,0
10415,Katrina Walsh,2017-04-01,1-55,Terry Sullivan,20,320,Active,,,Permanent - Salary,Project Management & Consulting,0
10416,John Freeman,2019-01-01,1-10,Emily Larson,85,235,Active,,,Permanent - Salary,Engineering & Technical,0
10417,Alyssa Marquez,2017-05-01,1-35,Joel Carroll,75,340,Active,,,Permanent - Salary,Planning,0
10418,Sharon Brown,2017-05-01,1-10,Unknown,85,280,Active,,,Permanent - Salary,Engineering & Technical,0
10419,Nancy Buchanan,2017-06-01,1-61,Unknown,70,365,Active,,,Permanent - Salary,Planning,0
10420,Tyler Wilkins,2017-09-01,1-55,Terry Sullivan,50,445,Active,,,Permanent - Salary,Project Management & Consulting,0
10421,Stephanie Pearson,2021-01-01,1-61,Randy Gutierrez,80,315,Active,,,Permanent - Salary,Engineering & Technical,0
10422,Rebecca Hall,2020-07-01,1-62,Amanda Smith,0,255,Active,,,Permanent - Salary,Administration Finance & HR,0
10423,Nathan Ford,2017-10-01,1-35,Adam Walker,75,255,Active,,,Permanent - Salary,Planning,0
10424,Maria Smith,2021-12-01,1-35,Joel Carroll,75,365,Active,,,Permanent - Salary,Engineering & Technical,0
10425,Caroline Morales,2018-04-01,1-10,Daniel Moss,80,265,Active,,,Permanent - Salary,Engineering & Technical,0
10426,Angel Martinez,2018-01-01,1-61,Ashley Bush DDS,75,320,Active,,,Permanent - Salary,Planning,0
10427,Maria Gomez,2018-04-01,1-10,Christopher Williams,75,330,Active,,,Permanent - Salary,Engineering & Technical,0
10428,Anna Steele,2018-05-01,1-10,Randall Smith,85,215,Active,,,Permanent - Salary,Engineering & Technical,0
10429,Mrs. Diane Melendez,2018-05-01,1-61,Brittney Banks,80,330,Active,,,Permanent - Salary,Project Management & Consulting,0
10430,Joan Campos,2018-05-01,1-62,Shannon Watson,80,285,Active,,,Permanent - Salary,Engineering & Technical,0
10431,Lori Newman,2019-01-01,1-10,Erika Huang,85,310,Active,,,Permanent - Salary,Engineering & Technical,0
10432,Melissa Kennedy,2018-06-01,1-61,Randy Gutierrez,90,270,Active,,,Permanent - Salary,Engineering & Technical,0
10433,Mariah Allen,2018-06-01,1-61,Tammy Alvarez DDS,80,295,Active,,,Permanent - Salary,Engineering & Technical,0
10434,Trevor George,2018-06-01,1-55,Thomas Patel,60,520,Active,,,Permanent - Salary,Project Management & Consulting,0
10435,Mary White,2018-10-01,1-10,Kevin Rivera,0,255,Active,,,Permanent - Salary,Administration Finance & HR,0
10436,Elijah Barnes,2018-10-01,1-61,Brittney Banks,75,500,Active,,,Permanent - Salary,Planning,0
10437,Sarah Frank,2018-11-01,1-61,Kevin Wilkerson,70,275,Active,,,Permanent - Salary,Administration Finance & HR,0
10438,Samantha Horne,2018-11-01,1-10,Jerome Carney,80,270,Active,,,Permanent - Salary,Engineering & Technical,0
10439,Lisa Shah,2019-01-01,1-35,Joel Carroll,75,340,Active,,,Permanent - Salary,Planning,0
10440,Ashley Stanley,2019-04-01,1-35,Joel Carroll,70,360,Active,,,Permanent - Salary,Planning,0
10441,Heather Robinson,2021-05-01,1-20,Diane Campos,85,310,Active,,,Permanent - Salary,Engineering & Technical,0
10442,Teresa Donaldson,2019-05-01,1-20,Barbara Carter,80,270,Active,,,Permanent - Salary,Engineering & Technical,0
10443,Eric Moore,2019-05-01,1-10,Tristan Hunter,40,240,Active,,,Permanent - Salary,Project Management & Consulting,0
10444,Zachary Johnson,2019-08-01,1-20,Amy Trevino,50,245,Active,,,Permanent - Salary,Project Management & Consulting,0
10445,Lisa Collins,2019-10-01,1-61,Donald Ryan,80,295,Active,,,Permanent - Salary,Planning,0
10446,Alicia Lang,2021-05-01,1-62,Wesley Li,85,285,Active,,,Permanent - Salary,Engineering & Technical,0
10447,Amber Gardner,2020-01-01,1-61,Brittney Banks,80,360,Active,,,Permanent - Salary,Engineering & Technical,0
10448,William Stevens,2020-02-01,1-35,Lisa Shah,80,205,Active,,,Permanent - Salary,Planning,0
10449,Harold Buckley,2020-03-01,1-62,Amanda Smith,40,305,Active,,,Permanent - Salary,Administration Finance & HR,0
10450,Kevin Contreras,2021-06-01,1-10,Cynthia Benton,75,270,Active,,,Permanent - Salary,Engineering & Technical,0
10451,Dylan Wilson,2020-09-01,1-55,Terry Sullivan,50,375,Active,,,Permanent - Salary,Project Management & Consulting,0
10452,Michael Jarvis,2020-11-01,1-20,Teresa Mayer,90,275,Active,,,Permanent - Salary,Engineering & Technical,0
10453,Jimmy Obrien,2020-11-01,1-55,Brittney Banks,65,325,Active,,,Permanent - Salary,Planning,0
10454,Angelica Pratt,2021-01-01,1-61,Eric Roberts,85,250,Active,,,Permanent - Salary,Engineering & Technical,0
10455,Lynn Murray,2021-01-01,1-10,Kevin Rivera,60,200,Inactive,,,Permanent - Salary,Communications IT & Design,0
10456,Amanda Garcia,2021-02-01,1-61,Brittany Brown,75,370,Active,,,Permanent - Salary,Landscape Architecture,0
10457,Richard Stewart,2021-02-01,1-10,Deborah Williams,70,355,Active,,,Permanent - Salary,Engineering & Technical,0
10458,Lauren Hodges,2021-05-01,1-10,Brandy Bauer,75,240,Active,,,Permanent - Salary,Administration Finance & HR,0
10459,Benjamin Durham,2022-08-01,1-35,Lisa Shah,80,230,Active,,,Permanent - Salary,Planning,0
10460,Deborah West,2022-06-01,1-35,Maria Smith,80,235,Active,,,Permanent - Salary,Engineering & Technical,0
10461,John Klein,2021-05-01,1-10,Cynthia Benton,75,300,Active,,,Permanent - Salary,Engineering & Technical,0
10462,Mr. Jeffrey Hill,2023-01-01,1-10,Emily Larson,70,245,Active,,,Permanent - Salary,Engineering & Technical,0
10463,Taylor Petersen,2021-05-01,1-10,Nancy Buchanan,70,255,Active,,,Permanent - Salary,Planning,0
10464,Kurt Smith,2021-09-01,1-35,Lisa Shah,50,250,Active,,,Permanent - Salary,Project Management & Consulting,0
10465,Tina Edwards,2021-09-01,1-10,Daniel Moss,85,255,Active,,,Permanent - Salary,Engineering & Technical,0
10466,Elaine Murphy,2023-05-01,1-10,Veronica Romero,75,280,Active,,,Permanent - Salary,Planning,0
10467,Joseph Coleman,2021-09-01,1-61,Eric Roberts,85,235,Active,,,Permanent - Salary,Engineering & Technical,0
10468,Yolanda Delgado,2022-01-01,1-20,Mark Livingston,50,215,Active,,,Permanent - Salary,Project Management & Consulting,0
10469,Elaine Moore,2022-02-01,1-55,Christopher Vega,75,280,Active,,,Permanent - Salary,Project Management & Consulting,0
10470,Anthony Garcia,2022-03-01,1-10,Tammie Jones,75,210,Active,,,Permanent - Salary,Project Management & Consulting,0
10471,Jeremy Hernandez,2022-03-01,1-10,Emily Larson,85,280,Active,,,Permanent - Salary,Engineering & Technical,0
10472,Paul Smith,2022-04-01,1-10,Mary White,0,185,Active,,,Permanent - Salary,Administration Finance & HR,0
10473,Traci Johnson,2022-04-01,1-55,Katrina Walsh,50,320,Active,,,Permanent - Salary,Communications IT & Design,0
10474,Leslie Jones,2022-04-01,1-20,Austin Alexander DDS,90,225,Active,,,Permanent - Salary,Engineering & Technical,0
10475,Ian Berry,2022-05-01,1-20,Barbara Carter,90,280,Active,,,Permanent - Salary,Engineering & Technical,0
10476,Stacey Nguyen,2022-05-01,1-55,Trevor George,50,355,Active,,,Permanent - Salary,Project Management & Consulting,0
10477,Priscilla Gonzalez,2022-05-01,1-10,Cynthia Benton,80,285,Active,,,Permanent - Salary,Engineering & Technical,0
10478,Kim Sawyer,2022-05-01,1-10,Deborah Williams,85,230,Active,,,Permanent - Salary,Planning,0
10479,James Zimmerman,2022-06-01,1-55,Katrina Walsh,40,235,Active,,,Permanent - Salary,Project Management & Consulting,0
10480,Kristopher Wyatt,2022-06-01,1-62,Shannon Watson,85,275,Active,,,Permanent - Salary,Engineering & Technical,0
10481,Lisa Carter,2022-06-01,1-35,Steven Rojas,75,315,Active,,,Permanent - Salary,Landscape Architecture,0
10482,David Johnson,2022-06-01,1-62,Tammy Alvarez DDS,85,215,Active,,,Permanent - Salary,Engineering & Technical,0
10483,Dawn Black,2022-06-01,1-10,Daniel Moss,85,245,Active,,,Permanent - Salary,Engineering & Technical,0
10484,Shane Garcia,2022-09-01,1-20,Barbara Carter,65,335,Active,,,Permanent - Salary,Project Management & Consulting,0
10485,David Ross,2023-05-01,1-61,Amber Gardner,85,290,Active,,,Permanent - Salary,Engineering & Technical,0
10486,Rodney Luna,2022-10-01,1-10,Fernando Hernandez,60,250,Active,,,Permanent - Salary,Communications IT & Design,0
10487,Dr. Jacob Robinson,2022-11-01,1-10,Katherine Brown,0,225,Active,,,Permanent - Salary,Communications IT & Design,0
10488,Bryan Torres,2022-11-01,1-62,Wesley Li,85,285,Active,,,Permanent - Salary,Engineering & Technical,0
10489,Sophia Phillips,2022-11-01,1-35,Ashley Stanley,80,230,Active,,,Permanent - Salary,Planning,0
10490,David Navarro,2022-11-01,1-10,Jay Porter,80,255,Active,,,Permanent - Salary,Engineering & Technical,0
10491,Lisa Odom,2023-01-01,1-10,Daniel Moss,85,180,Active,,,Permanent - Salary,Engineering & Technical,0
10492,George Rodgers,2023-01-01,1-61,Sarah Frank,0,210,Active,,,Permanent - Salary,Administration Finance & HR,0
10493,Sylvia Meyer,2023-01-01,1-10,Makayla Campbell,70,235,Active,,,Permanent - Salary,Engineering & Technical,0
10494,Christian Hurst,2023-01-01,1-20,Randy Baker,80,255,Active,,,Permanent - Salary,Engineering & Technical,0
10495,Lori Hunt,2023-02-01,1-61,Lisa Harris,85,225,Active,,,Permanent - Salary,Planning,0
10496,Anthony Gilbert,2023-03-01,1-35,Steven Rojas,75,260,Active,,,Permanent - Salary,Landscape Architecture,0
10497,Terry Spence,2023-04-01,1-20,Samuel Campbell,75,260,Active,,,Permanent - Salary,Project Management & Consulting,0
10498,Jeremy Neal,2023-05-01,1-10,Cynthia Benton,75,280,Active,,,Permanent - Salary,Engineering & Technical,0
10499,Ashley Gutierrez,2023-05-01,1-10,Christopher Williams,70,260,Active,,,Permanent - Salary,Engineering & Technical,0
10500,James Murphy,2023-05-01,1-55,Trevor George,40,185,Active,,,Permanent - Salary,Project Management & Consulting,0
10501,Doris Cooke,2023-05-01,1-20,Heather Robinson,90,235,Active,,,Permanent - Salary,Engineering & Technical,0
10502,Gerald Bradley,2023-05-01,1-35,Alyssa Marquez,80,215,Active,,,Temporary - Term,Planning,0
10503,Timothy Malone,2023-06-01,1-10,Janice Smith,75,255,Active,,,Permanent - Salary,Engineering & Technical,0
10504,Charles Phillips,2023-06-01,1-61,Angel Martinez,85,230,Active,,,Permanent - Salary,Planning,0
10505,Maria Pearson,2023-06-01,1-61,Amanda Garcia,85,245,Active,,,Permanent - Salary,Landscape Architecture,0
10506,Ralph Barajas,2023-06-01,1-20,Katherine Brown,5,235,Active,,,Permanent - Salary,Communications IT & Design,0
10507,Melinda Savage,2023-07-01,1-62,Kayla Williams,85,260,Active,,,Permanent - Salary,Planning,0
10508,Timothy Rich MD,2023-07-01,1-55,Michelle George,65,370,Active,,,Permanent - Salary,Communications IT & Design,0
10509,Christina Miller,2023-07-01,1-55,Michelle George,75,260,Active,,,Permanent - Salary,Project Management & Consulting,0
10510,Renee Roy,2023-07-01,1-62,Christopher Carlson,85,245,Active,,,Permanent - Salary,Planning,0
10511,Tiffany Munoz,2023-09-01,1-35,Maria Smith,75,335,Active,,,Permanent - Salary,Engineering & Technical,0
10512,Brittany Baker,2024-05-01,1-40,Julie Evans,90,235,Active,,,Permanent - Salary,Engineering & Technical,0
10513,Gary Jackson,2018-04-01,1-30,Lori Harding,75,330,Active,,,Permanent - Salary,Engineering & Technical,0
10514,Tammy Alvarez DDS,2016-05-01,1-62,Kayla Williams,75,375,Active,,,Permanent - Salary,Project Management & Consulting,0
10515,Robert Ramirez,2021-03-01,1-40,Veronica Murphy,90,270,Active,,,Permanent - Salary,Engineering & Technical,0
10516,Darius Key,2021-11-01,1-15,Sydney Williams,10,190,Terminated,2024-01-01,Dismissal,Permanent - Salary,Administration Finance & HR,0
10517,Daniel Davenport,2023-10-01,1-40,Connie Martin,0,195,Terminated,2024-04-01,Voluntary,Permanent - Salary,Environmental Health & Safety,0
10518,Beth Jones,2024-05-01,1-40,Dylan Hunter,90,245,Active,,,Permanent - Salary,Engineering & Technical,0
10519,Patrick Munoz,2021-06-01,1-00,Michael Luna,0,375,Active,,,Permanent - Salary,Engineering & Technical,0
10520,Angela Gardner,2024-01-01,1-62,Joan Campos,85,205,Terminated,2024-04-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10521,Kurt Gonzalez,2013-06-01,3-20,Lisa Walker,70,250,Active,2024-11-01,Dismissal,Permanent - Salary,Field Surveying & Geomatics,0
10522,Jackie Baldwin,2021-07-01,1-55,Tyler Wilkins,75,275,Active,,,Permanent - Salary,Planning,0
10523,Helen Jenkins,2024-02-01,1-60,Yvonne Mathis,25,215,Active,,,Permanent - Salary,Project Management & Consulting,0
10524,Marc Washington,2024-01-01,1-60,Joshua Clark,40,235,Active,,,Permanent - Salary,Communications IT & Design,0
10525,Jose Jones,2024-05-01,1-60,William Burke,90,200,Active,,,Permanent - Salary,Engineering & Technical,0
10526,Kevin Nelson,2019-06-01,1-40,Craig Price,85,335,Active,,,Permanent - Salary,Engineering & Technical,0
10527,Sarah Willis,2024-10-01,1-40,Luis Fisher,20,265,Active,,,Permanent - Salary,Project Management & Consulting,0
10528,Bruce Smith,2022-09-01,1-40,Craig Price,90,280,Terminated,2024-06-01,Voluntary,Permanent - Salary,Engineering & Technical,0
10529,Christy Irwin,2024-05-01,1-62,Alicia Lang,85,220,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10530,Chad Stewart,2024-01-01,1-20,Ian Berry,80,190,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10531,Thomas Garner,2024-04-01,1-60,Curtis Mitchell,70,200,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Landscape Architecture,0
10532,Shannon Patterson,2024-05-01,1-40,Sarah Romero,90,150,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Environmental Health & Safety,0
10533,Patrick Johnson,2024-05-01,3-40,Nicolas Meyers,90,65,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Field Surveying & Geomatics,0
10534,Tonya Fowler,2024-05-01,1-40,Brandon Hampton,90,205,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10535,Mark Perez,2024-05-01,1-10,James Hobbs,70,185,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10536,Daniel Dawson,2024-05-01,1-70,Jacob Wilson,5,150,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Planning,0
10537,Shannon Hamilton,2024-05-01,1-61,Amber Gardner,80,175,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10538,Jeffrey Wallace,2024-05-01,1-15,Sydney Williams,70,170,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10539,William Aguirre,2024-06-01,3-40,Nicolas Meyers,90,105,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Field Surveying & Geomatics,0
10540,Douglas Stanley,2023-05-01,1-40,Steven Schroeder,90,195,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10541,Michael Lopez,2024-05-01,1-70,Kyle Beard,50,145,Terminated,2024-08-01,Voluntary,Temporary - Other Hourly,Engineering & Technical,0
10542,Paul Macias,2024-01-01,1-61,George Rodgers,25,195,Active,,,Permanent - Salary,Project Management & Consulting,0
10543,Karen Salazar,2023-01-01,1-60,Ms. Heather Fields,90,200,Terminated,2024-03-01,Voluntary,Temporary - Other Hourly,Planning,0
10544,Ashley Johnson,2024-01-01,1-61,Angel Martinez,85,155,Terminated,2024-04-01,Voluntary,Temporary - Other Hourly,Planning,0
10545,Karen Roach,2024-01-01,1-61,Amber Gardner,85,190,Active,,,Temporary - Other Hourly,Engineering & Technical,0
10546,Timothy Sanchez,2023-07-01,1-10,Katherine Brown,0,185,Active,,,Permanent - Salary,Communications IT & Design,0
10547,Janet Ford,2004-05-01,1-70,Zoe Mcintyre,85,290,Active,,,Permanent - Salary,Engineering & Technical,0
10548,Kevin Perez,2008-05-01,1-40,Nicole Kim,85,360,Active,,,Permanent - Salary,Engineering & Technical,0
10549,Robin Taylor,2009-09-01,1-40,Chelsea Ramos,80,355,Active,,,Permanent - Salary,Engineering & Technical,0
10550,Michael Ruiz,2008-07-01,1-40,Nicole Kim,85,315,Active,,,Permanent - Salary,Engineering & Technical,0
10551,Andrea Schneider,2012-06-01,1-40,Nicole Kim,85,335,Active,,,Permanent - Salary,Engineering & Technical,0
10552,Brittany Bean,2013-05-01,1-40,Nicole Kim,80,325,Inactive,,,Permanent - Salary,Engineering & Technical,0
10553,Charles Williams MD,2015-06-01,1-40,Melissa Maldonado,80,425,Active,,,Permanent - Salary,Engineering & Technical,0
10554,Lisa Soto,2015-01-01,1-30,Mark Miller,65,330,Active,,,Permanent - Salary,Planning,0
10555,David Gutierrez,2015-05-01,1-40,Alexandra Bauer,90,310,Active,,,Permanent - Salary,Engineering & Technical,0
10556,Courtney Carlson,2017-06-01,1-40,Timothy Anderson,85,385,Active,,,Permanent - Salary,Engineering & Technical,0
10557,Kenneth Ryan,2012-10-01,1-40,Courtney Morrow,65,170,Terminated,2016-08-01,,Permanent - Salary,Administration Finance & HR,0
10558,Richard Morgan,2010-08-01,1-20,Whitney Reed,85,210,Terminated,2012-08-01,,Permanent - Salary,Engineering & Technical,0
10559,Benjamin Rodgers,2012-01-01,1-60,Marcia Haynes DDS,10,155,Terminated,2012-09-01,,Permanent - Salary,Project Management & Consulting,0
10560,Timothy Eaton,1996-08-01,1-60,Marcia Haynes DDS,0,115,Terminated,2011-07-01,,Permanent - Salary,Administration Finance & HR,0
10561,Erika Goodman,2013-04-01,1-00,Thomas Patel,0,135,Terminated,,,Permanent - Salary,Communications IT & Design,0
10562,Karen Mcpherson,2009-04-01,1-20,Teresa Mayer,85,205,Terminated,2012-04-01,,Permanent - Salary,Engineering & Technical,0
10563,Rachel Holt,2007-07-01,1-40,Alisha Blackwell,87,200,Terminated,2011-03-01,,Permanent - Salary,Engineering & Technical,0
10564,Joseph Nelson,2009-01-01,1-40,Alisha Blackwell,85,260,Terminated,2011-12-01,,Permanent - Salary,Engineering & Technical,0
10565,Nicholas Clark,2009-10-01,1-40,Alisha Blackwell,75,315,Terminated,2012-01-01,,Permanent - Salary,Landscape Architecture,0
10566,Christopher Chase,2008-07-01,1-60,Elizabeth Klein,85,235,Terminated,2011-12-01,,Permanent - Salary,Engineering & Technical,0
10567,Andrea Brown,2006-11-01,1-20,Eugene Marshall,90,195,Terminated,2010-11-01,,Permanent - Salary,Engineering & Technical,0
10568,Christina Huff,2006-05-01,1-40,Carol Jackson,0,150,Terminated,2010-02-01,,Permanent - Salary,Engineering & Technical,0
10569,Breanna Reyes,2009-05-01,1-40,Melissa Maldonado,81,315,Terminated,2012-06-01,,Permanent - Salary,Engineering & Technical,0
10570,James Buchanan,2010-05-01,1-70,Christian Chan,85,175,Terminated,2010-12-01,,Permanent - Salary,Engineering & Technical,0
10571,Meredith Jones,2007-06-01,1-20,Whitney Reed,85,165,Terminated,2011-06-01,,Permanent - Salary,Project Management & Consulting,0
10572,Thomas Ball,2010-03-01,1-20,Terry Sullivan,50,365,Terminated,2012-04-01,,Permanent - Salary,Landscape Architecture,0
10573,John Wells,2009-11-01,1-40,Carol Jackson,0,330,Terminated,2010-04-01,,Permanent - Salary,Landscape Architecture,0
10574,Anthony Woodward,2012-05-01,1-40,Timothy Anderson,0,275,Terminated,2012-09-01,,Permanent - Salary,Field Surveying & Geomatics,0
10575,Kristopher Bradley,2008-06-01,1-60,Francis Ford,0,160,Terminated,2010-03-01,,Permanent - Salary,Administration Finance & HR,0
10576,Jennifer Ewing,2010-07-01,1-60,David Griffin,15,115,Terminated,2013-04-01,,Permanent - Salary,Administration Finance & HR,0
10577,Mariah Mills,2008-04-01,1-20,Patricia Garcia,90,225,Terminated,2012-04-01,,Permanent - Salary,Engineering & Technical,0
10578,Kyle Hill,1999-07-01,1-10,Randall Smith,85,245,Terminated,2012-08-01,,Permanent - Salary,Engineering & Technical,0
10579,Shannon Lowe,2005-12-01,1-40,Alisha Blackwell,80,305,Terminated,2011-11-01,,Permanent - Salary,Landscape Architecture,0
10580,Christine Williams,2004-04-01,1-80,Unknown,90,180,Terminated,2010-12-01,,Permanent - Salary,Engineering & Technical,0
10581,Devin Gordon,2008-01-01,1-60,Francis Ford,0,295,Terminated,2010-05-01,,Permanent - Salary,Planning,0
10582,Kathleen Silva,2007-05-01,1-00,Steven Garcia,5,205,Terminated,2012-02-01,,Permanent - Salary,Communications IT & Design,0
10583,Kathleen Barnett,2003-10-01,1-40,Carol Jackson,0,240,Terminated,2010-05-01,,Permanent - Salary,Engineering & Technical,0
10584,Michael Leon,2010-02-01,1-20,Eugene Marshall,60,375,Terminated,2011-04-01,,Permanent - Salary,Landscape Architecture,0
10585,Stacy Romero,2008-08-01,1-60,Francis Ford,0,200,Terminated,2010-03-01,,Permanent - Salary,Planning,0
10586,Jasmine Potter,2009-02-01,1-20,Eugene Marshall,85,245,Terminated,2011-04-01,,Permanent - Salary,Engineering & Technical,0
10587,Adam Lewis,2003-05-01,1-70,Phillip Wallace,75,245,Terminated,2012-02-01,,Permanent - Salary,Engineering & Technical,0
10588,Steven Tucker,2008-05-01,1-40,Margaret Lawson,90,200,Terminated,2012-04-01,,Permanent - Salary,Engineering & Technical,0
10589,Albert Barr,2005-12-01,1-60,Alan Martinez,90,185,Terminated,2011-06-01,,Permanent - Salary,Engineering & Technical,0
10590,Beth Johnson,2008-09-01,1-10,Shane Lynch,0,140,Terminated,2010-07-01,,Permanent - Salary,Engineering & Technical,0
10591,Amanda Robertson,2007-05-01,1-40,Alisha Blackwell,80,270,Terminated,2011-09-01,,Permanent - Salary,Engineering & Technical,0
10592,Corey Thompson,2011-01-01,1-20,Thomas Ball,80,195,Terminated,2011-10-01,,Permanent - Salary,Planning,0
10593,Bruce Wallace,2010-03-01,1-40,Melissa Maldonado,90,255,Terminated,2012-01-01,,Permanent - Salary,Engineering & Technical,0
10594,Gary Potter,2011-04-01,1-20,Unknown,90,205,Terminated,2011-11-01,,Permanent - Salary,Engineering & Technical,0
10595,Wayne Wu,2007-10-01,1-70,Phillip Wallace,85,200,Terminated,2012-06-01,,Permanent - Salary,Environmental Health & Safety,0
10596,Tyler Reed,2005-05-01,1-70,Christian Chan,0,150,Terminated,2010-06-01,,Permanent - Salary,Engineering & Technical,0
10597,Megan Durham,2007-04-01,1-40,Carol Jackson,0,110,Terminated,2010-03-01,,Permanent - Salary,Administration Finance & HR,0
10598,William Turner,2006-09-01,1-40,Courtney Morrow,10,180,Terminated,2012-02-01,,Permanent - Salary,Administration Finance & HR,0
10599,Guy Flores,2007-12-01,1-40,Carol Jackson,0,235,Terminated,2010-03-01,,Permanent - Salary,Engineering & Technical,0
10600,Rebecca Hawkins,2010-01-01,1-40,Carol Jackson,0,355,Terminated,2010-08-01,,Permanent - Salary,Engineering & Technical,0
10601,Jesse Phillips,2007-01-01,1-40,Margaret Lawson,69,285,Terminated,2012-10-01,,Permanent - Salary,Planning,0
10602,Tony Abbott,2001-01-01,1-20,Eugene Marshall,50,390,Terminated,2011-02-01,,Subcontractors,Engineering & Technical,1
10603,Gary Stewart,2018-02-01,1-61,Brittney Banks,65,365,Terminated,2020-08-01,Voluntary,Permanent - Salary,Engineering & Technical,0
10604,Scott Reyes,2007-01-01,1-20,Eugene Marshall,0,280,Terminated,2010-09-01,,Permanent - Salary,Engineering & Technical,0
10605,Margaret Hunt,2011-03-01,1-60,Marcia Haynes DDS,5,80,Terminated,2013-01-01,,Permanent - Salary,Administration Finance & HR,0
10606,Aaron Leonard,2003-02-01,1-20,Eugene Marshall,0,360,Terminated,2010-10-01,,Permanent - Salary,Planning,1
10607,Cathy Simmons,,1-60,Gregory Wheeler,95,380,Terminated,2016-04-01,,Subcontractors,Engineering & Technical,0
10608,Mark Welch,2011-04-01,1-40,Steven Garcia,5,165,Terminated,2012-05-01,,Permanent - Salary,Communications IT & Design,0
10609,Jessica Fuller,2007-03-01,1-20,Eugene Marshall,75,285,Terminated,2010-12-01,,Permanent - Salary,Engineering & Technical,0
10610,Andrew Campbell,2010-07-01,1-80,Ian Jackson,85,140,Terminated,2011-07-01,,Permanent - Salary,Engineering & Technical,0
10611,Marcia Haynes DDS,2010-01-01,1-60,Melissa Hood,0,535,Terminated,2012-10-01,,Permanent - Salary,Administration Finance & HR,0
10612,Paul Garcia,2006-12-01,1-40,Krista Mcintyre,73,385,Terminated,2012-08-01,,Permanent - Salary,Engineering & Technical,0
10613,Michele Graves,2007-07-01,1-40,Kayla Thompson,85,225,Terminated,2011-08-01,,Permanent - Salary,Landscape Architecture,0
10614,Emma Freeman,2008-07-01,1-10,Lisa Gardner,80,240,Terminated,2011-06-01,,Permanent - Salary,Engineering & Technical,0
10615,Jessica Davis,2006-11-01,1-20,Alisha Blackwell,75,285,Terminated,2012-06-01,,Permanent - Salary,Planning,0
10616,Edward Mcgee,2008-10-01,1-40,Unknown,87,175,Terminated,2011-02-01,,Permanent - Salary,Planning,0
10617,Wesley Estes,2011-02-01,1-20,Unknown,90,185,Terminated,2012-08-01,,Permanent - Salary,Landscape Architecture,0
10618,Andrea Bennett,2004-06-01,1-20,Eugene Marshall,75,150,Terminated,2011-04-01,,Permanent - Salary,Project Management & Consulting,0
10619,Kristie King,2006-07-01,1-20,Whitney Reed,85,230,Terminated,2012-09-01,,Permanent - Salary,Engineering & Technical,0
10620,Alice Rodriguez,2020-07-01,1-70,Maurice Montgomery MD,85,215,Terminated,2021-11-01,Voluntary,Permanent - Salary,Planning,0
10621,Michael Terry,2013-09-01,1-60,Michael Blackwell,95,415,Terminated,2016-11-01,,Subcontractors,Engineering & Technical,0
10622,Michael Bentley,2009-05-01,1-20,Eugene Marshall,60,365,Terminated,2011-01-01,,Permanent - Salary,Engineering & Technical,0
10623,Theodore Cox,2003-11-01,1-10,Randall Smith,85,205,Terminated,2011-03-01,,Permanent - Salary,Engineering & Technical,0
10624,Jon Ramos,2006-05-01,1-40,Unknown,85,225,Terminated,2010-09-01,,Permanent - Salary,Engineering & Technical,0
10625,Mrs. Katrina Lewis DVM,2012-11-01,1-10,Richard Williams,10,125,Terminated,2013-04-01,,Permanent - Salary,Administration Finance & HR,0
10626,Mrs. Ashley Morales PhD,2010-08-01,1-40,Kayla Thompson,2,105,Terminated,2011-07-01,,Permanent - Salary,Administration Finance & HR,0
10627,Jacqueline Morrow,2012-08-01,1-40,Cynthia Hanson,40,215,Terminated,2012-11-01,,Permanent - Salary,Administration Finance & HR,0
10628,Anne Bryan,2010-04-01,1-10,Shane Lynch,0,175,Terminated,2010-09-01,,Permanent - Salary,Environmental Health & Safety,0
10629,Sharon Thomas,2009-04-01,1-70,Christian Chan,85,125,Terminated,2011-03-01,,Permanent - Salary,Engineering & Technical,0
